surname,district,past_local,present_local,past_national,present_national,raw_total
ทองศิริ,กรุงเทพมหานคร,0,0,0,1,1
ธนะรังสฤษฏ์,พะเยา,0,0,1,0,1
ทัตติยกุล,ฉะเชิงเทรา,0,0,1,0,1
เรืองปัญญาวุฒิ,กรุงเทพมหานคร,0,0,0,1,1
นาคพันธ์,อำนาจเจริญ,0,0,0,0,1
ต๊ะอาจ,เพชรบูรณ์,0,0,0,0,1
เนาวเกตุ,สตูล,0,0,1,0,1
ทัศนเศรษฐ,สุรินทร์,0,0,1,0,1
ตาคีย์,ชลบุรี,0,0,0,1,1
เบ็ญจะปัก,สมุทรสาคร,0,0,0,1,1
ตั๊นสวัสดิ์,ชลบุรี,0,0,1,0,1
ถนอมสินธุ์,กรุงเทพมหานคร,0,0,0,1,1
เนียะแก้ว,นครปฐม,1,0,0,0,1
นาวาพานิช,มุกดาหาร,0,0,1,0,1
ทิวะพันธุ์,พิษณุโลก,0,0,1,0,1
ตั้งสุทธิธรรม,เชียงใหม่,0,0,0,1,1
ตั้งสกุล,อำนาจเจริญ,0,1,0,0,1
เลิศพงศ์อดิศร,เชียงใหม่,0,1,0,0,1
เลิศพชรกมล,นครราชสีมา,0,0,0,1,1
ตั้งประกอบ,ชลบุรี,0,0,1,0,1
ทิวไผ่งาม,กรุงเทพมหานคร,0,0,1,0,1
เนื่องชมภู,บึงกาฬ,0,0,0,0,1
ทะไกรราช,ร้อยเอ็ด,0,0,1,0,1
ถิ่นสาคู,ภูเก็ต,0,0,0,1,1
ทองเจิม,พังงา,0,1,0,0,1
เทพหัสดิน ณ อยุธยา,ปทุมธานี,0,0,1,0,1
เทียนสุวรรณ,สมุทรปราการ,0,0,0,1,1
ธารดำรงค์,สมุทรปราการ,0,0,1,0,1
ทองบุราณ,ยโสธร,0,0,1,0,1
ธีรประเทืองกุล,น่าน,0,0,1,0,1
เทียมประเสริฐ,สระบุรี,0,0,1,0,1
ธีระสัตยกุล,ราชบุรี,1,0,0,0,1
ทรัพย์ประเสริฐ,นครนายก,0,0,0,0,1
ทองสุวรรณ์,ฉะเชิงเทรา,0,0,0,1,1
ธูปกระจ่าง,ปทุมธานี,0,1,0,0,1
เพชรขุ้ม,สุราษฎร์ธานี,1,0,0,0,1
เทอดวีระพงศ์,พัทลุง,0,0,0,1,1
เพียรพิเศษ,เชียงราย,0,0,0,1,1
ธัญญสกุลกิจ,สุรินทร์,0,0,1,0,1
ถาคำฟู,ลำปาง,0,0,1,0,1
นันทมานพ,ฉะเชิงเทรา,0,0,1,0,1
เผือกประพันธุ์,ชลบุรี,0,0,0,1,1
ทรงอำนาจเจริญ,อุบลราชธานี,0,0,0,1,1
เพ็งส้ม,นนทบุรี,0,0,1,0,1
เพ่งจิตต์,จันทบุรี,0,0,1,0,1
เฟื่องประยูร,จันทบุรี,0,0,1,0,1
ทรงวัชราภรณ์,นนทบุรี,0,0,0,1,1
เมาะราษี,อุดรธานี,0,0,1,0,1
ธรรมเกษร,กรุงเทพมหานคร,0,0,1,0,1
ทองประเสริฐ,อำนาจเจริญ,0,0,1,0,1
ทองอร่าม,สมุทรปราการ,1,0,0,0,1
ถาวรกูล,พิจิตร,0,0,1,0,1
ศรีโยหะ มุกดาธนพงศ์,มุกดาหาร,0,1,0,0,1
แก้วบัวสาย,สมุทรปราการ,0,1,0,0,1
เลี้ยงบำรุง,อุตรดิตถ์,0,0,1,0,1
จันทรวงศ์,อำนาจเจริญ,0,0,1,0,1
คุ้มไข่น้ำ,ชลบุรี,0,0,0,1,1
โรจนกุลเสฏฐ์,ชลบุรี,0,0,1,0,1
โยทองยศ,เลย,0,0,1,0,1
งามสุคนธ์รัตนา,กรุงเทพมหานคร,0,0,0,1,1
จะปะกิยา,ปัตตานี,0,0,1,0,1
จันทนดิษฐ,นนทบุรี,0,0,1,0,1
จันทน์แดง,ชลบุรี,0,0,1,0,1
โพธิ์คาย,กรุงเทพมหานคร,0,0,0,1,1
จันทรขจร,นครปฐม,0,0,0,1,1
จันทรโชติกุล,สงขลา,0,0,1,0,1
แห้วสันตติ,กรุงเทพมหานคร,0,0,0,1,1
จันทวารา,อำนาจเจริญ,0,0,1,0,1
จันทะพิงค์,นครสวรรค์,0,1,0,0,1
จันทะวัฒน์,ร้อยเอ็ด,0,0,1,0,1
โชติเดชาชัยนันต์,กรุงเทพมหานคร,0,0,0,1,1
จาตุรพันธ์,สมุทรสาคร,0,0,0,0,1
จิตต์พิพัฒน์,นครราชสีมา,0,0,1,0,1
จิตต์อิสระ,กรุงเทพมหานคร,0,0,1,0,1
จินตนาพากานนท์,นครนายก,0,1,0,0,1
จินตานนท์,ราชบุรี,0,0,1,0,1
คำสมุทร,เชียงราย,0,0,0,1,1
คนขยัน,บึงกาฬ,1,0,0,0,1
คณาสวัสดิ์,มหาสารคาม,0,0,0,1,1
คงมี,พัทลุง,0,0,0,1,1
ไพรินทร์,ฉะเชิงเทรา,0,0,1,0,1
กลับบ้านเกาะ,สมุทรสาคร,0,0,0,1,1
กองจันทร์ดี,หนองบัวลำภู,0,0,0,1,1
กองทอง,สุรินทร์,0,0,1,0,1
ไชยศีรษะ,สุรินทร์,0,0,1,0,1
กิตติวงศา,จันทบุรี,0,0,0,1,1
ไชยมงคล,พะเยา,0,0,1,0,1
ไชยกุล,ยโสธร,0,0,0,1,1
ไข่เกษ,ตราด,0,0,1,0,1
ไกรสรรณ์,พระนครศรีอยุธยา,0,0,1,0,1
กุลวงษา,นครพนม,0,0,1,0,1
กุลศรี,สุพรรณบุรี,0,0,1,0,1
ไกรพีรพรรณ,ขอนแก่น,0,0,0,0,1
กุวานนท์,ปทุมธานี,0,0,1,0,1
ใสงาม,บุรีรัมย์,0,0,1,0,1
กูจินามิง,นราธิวาส,0,0,1,0,1
ขันอาสา,อุบลราชธานี,0,0,1,0,1
ขำอาจ,กรุงเทพมหานคร,0,0,1,0,1
ขำเจริญ,ราชบุรี,0,0,1,0,1
จินตโสภณ,กรุงเทพมหานคร,0,0,1,0,1
จึงวรานนท์,ศรีสะเกษ,0,0,1,0,1
ตั้งตระกูลวงศ์,อำนาจเจริญ,1,0,0,0,1
เส็งประเสริฐ,ราชบุรี,0,0,1,0,1
เอี่ยมทอง,กรุงเทพมหานคร,0,0,1,0,1
ซำศิริพงษ์,กรุงเทพมหานคร,0,0,0,1,1
เอมเปีย,ชลบุรี,0,0,1,0,1
เหล่าอารยะ,น่าน,1,0,0,0,1
เหลืองอุดมชัย,บุรีรัมย์,0,0,1,0,1
เหลืองบริบูรณ์,อุทัยธานี,0,0,1,0,1
ฐิติพิทยา,บุรีรัมย์,0,0,0,1,1
ณรงค์เดช,อุบลราชธานี,0,0,1,0,1
เหมะ,สมุทรปราการ,0,0,1,0,1
ดาบธรรม,เชียงใหม่,0,0,1,0,1
จุลโคตร,อุบลราชธานี,0,0,1,0,1
ดีนาง,ขอนแก่น,0,0,0,1,1
เสียงเจริญ,ปราจีนบุรี,0,0,1,0,1
ดุษฎีสุรพจน์,กรุงเทพมหานคร,0,0,1,0,1
ตรงสวัสดิ์,จันทบุรี,0,0,1,0,1
ตะล่อมสิน,กรุงเทพมหานคร,0,0,0,1,1
ตันฑ์พรชัย,สระบุรี,0,0,0,0,1
ตันติกุลพงศ์,มุกดาหาร,0,0,1,0,1
ตันติมนตรี,เชียงใหม่,0,0,1,0,1
ตันเทอดทิตย์,หนองคาย,0,0,0,1,1
เอี่ยมวงศ์,อุดรธานี,0,0,1,0,1
ชุนละเอียด,เลย,0,0,1,0,1
เฮงตระกูล,ชลบุรี,0,0,1,0,1
ชุติมันต์,กรุงเทพมหานคร,0,0,0,1,1
แสงศรี,หนองคาย,0,0,1,0,1
ฉันทะกุล,บุรีรัมย์,0,0,1,0,1
แสงนาค,ขอนแก่น,0,0,0,1,1
แวดาโอะ,นราธิวาส,0,0,1,0,1
แพรสกุล,เชียงใหม่,0,0,1,0,1
แพงศรี,ปราจีนบุรี,0,0,0,0,1
แทนทรัพย์,ชัยภูมิ,0,0,0,1,1
ชัยนิคม,มหาสารคาม,0,0,1,0,1
ชัยวิรัตน์นุกุล,สุโขทัย,0,0,1,0,1
แก้วอยู่,เพชรบุรี,0,0,0,1,1
ชาติอุทิศ,กรุงเทพมหานคร,0,0,1,0,1
แก้วผลึก,ชลบุรี,0,0,1,0,1
นิมมลรัตน์,เชียงใหม่,0,0,1,0,1
ชิงนวรรณ์,สระแก้ว,0,0,0,1,1
ชินธรรมมิตร,ราชบุรี,0,0,1,0,1
ชีววิญญู,ราชบุรี,0,0,1,0,1
เฮงสวัสดิ์,มหาสารคาม,0,0,1,0,1
ชื่นสมจิตต์,กรุงเทพมหานคร,0,0,1,0,1
เฮงวาณิชย์,บุรีรัมย์,0,0,1,0,1
นิติพจน์,นครพนม,1,0,0,0,1
บุตรเนียร,ปราจีนบุรี,0,0,0,1,1
นิยมกิจ,จันทบุรี,0,0,1,0,1
รามสูต,หนองคาย,0,0,1,0,1
สุทธิอำนวยเดช,ลพบุรี,0,0,0,1,1
สุทธิวงศ์,สกลนคร,0,0,1,0,1
สุดสวงค์,กรุงเทพมหานคร,0,0,1,0,1
ฤทธิศักดิ์ชลเดช,เลย,1,0,0,0,1
ฤาชา,ชัยภูมิ,0,0,1,0,1
ลัทธิกุล,บุรีรัมย์,0,0,1,0,1
สุขเกษม,บุรีรัมย์,0,0,1,0,1
ลิมปคุปตถาวร,ชัยภูมิ,0,0,1,0,1
สุขิตานนท์,พิจิตร,0,0,1,0,1
ลิ้มจิตรกร,กรุงเทพมหานคร,0,0,0,1,1
ลีลาบุตร,สกลนคร,0,0,1,0,1
ลีวาเมาะ,นราธิวาส,0,0,0,1,1
วงศ์ทรายทอง,ชลบุรี,0,0,0,1,1
วงษ์พิทักษ์โรจน์,ราชบุรี,0,0,0,1,1
วงษ์ไพร,สระบุรี,1,0,0,0,1
วชิรพงศ์,พระนครศรีอยุธยา,0,0,1,0,1
สิทธิโห,เลย,0,0,1,0,1
วรกานนท์,กรุงเทพมหานคร,0,0,0,1,1
สิทธิกรวงศ์,นนทบุรี,0,0,1,0,1
สิงห์ศักดา,นครราชสีมา,0,0,1,0,1
วรรณกางซ้าย,บุรีรัมย์,0,0,1,0,1
สาแม็ง,ยะลา,0,0,0,1,1
สาฮีบาตู,นราธิวาส,0,0,1,0,1
รินคำ,เชียงใหม่,0,0,1,0,1
ราชป้องขันธ์,หนองคาย,0,0,1,0,1
เตชะโสภณมณี,กรุงเทพมหานคร,0,0,0,1,1
สุนทรวร,สมุทรสาคร,0,0,1,0,1
สู่ศุภอรรถ,กรุงเทพมหานคร,0,0,1,0,1
สูญจันทร์,นครปฐม,0,0,0,1,1
มะหะหมัด,กรุงเทพมหานคร,0,0,0,1,1
มะหิพันธ์,อำนาจเจริญ,0,0,0,1,1
มากสุวรรณ์,สงขลา,0,1,0,0,1
มาลัยศรี,ร้อยเอ็ด,0,0,1,0,1
สุวรรณสว่าง,ชุมพร,0,0,1,0,1
มาไพศาลสิน,กาญจนบุรี,0,0,0,1,1
มิ่งขวัญ,นครราชสีมา,0,0,1,0,1
มุกดาหาร,กรุงเทพมหานคร,0,0,1,0,1
มุ่งฝากกลาง,นครราชสีมา,0,0,1,0,1
สุวภาพ,เชียงใหม่,0,0,1,0,1
สุรินทร์คำ,สุโขทัย,0,0,1,0,1
สุรังสี,พิจิตร,0,0,1,0,1
ยืนยง,ปทุมธานี,0,0,1,0,1
ยูซง,ปัตตานี,0,0,1,0,1
รมยานนท์,เชียงราย,0,0,1,0,1
สุพรรณชนะบุรี,พัทลุง,0,0,1,0,1
สุบรรณ ณ อยุธยา,นครปฐม,0,0,0,1,1
รัตนสถาพร,ปทุมธานี,0,0,0,1,1
รัตนสัค,เชียงราย,0,0,1,0,1
รัตนโกเศศ,นครพนม,0,0,1,0,1
รัสมี,กรุงเทพมหานคร,0,0,0,1,1
วรรณิสสร,ลพบุรี,0,0,1,0,1
วรวัลย์,เชียงใหม่,0,0,1,0,1
วรศรี,พัทลุง,1,0,0,0,1
วอนเพียร,กาญจนบุรี,0,0,0,1,1
วีระเสถียร,สุรินทร์,0,0,1,0,1
วุฒิกาญจน์,ยโสธร,0,0,1,0,1
สมบูรณ์,ขอนแก่น,0,0,0,1,1
ว่องสัธนพงษ์,ร้อยเอ็ด,0,0,1,0,1
ศรสุวรรณ,ราชบุรี,0,0,1,0,1
ศรีก่อเกื้อ,สงขลา,0,0,0,1,1
ศรีจันทร์,พะเยา,0,0,1,0,1
ศรีบุศยกาญจน์,สุราษฎร์ธานี,0,0,0,1,1
ศรีปาน,สงขลา,0,0,0,1,1
ศุภรานนท์,นครราชสีมา,0,0,0,1,1
ศุภรักษ์จินดา,อุตรดิตถ์,1,0,0,0,1
ศรีฟ้า,พังงา,0,0,1,0,1
ศิลาอ่อน,สุรินทร์,0,0,1,0,1
ศิลาพร,สระบุรี,0,0,1,0,1
ศรีรัตนพรรณ,ขอนแก่น,0,0,1,0,1
ศรีริกานนท์,นราธิวาส,0,0,1,0,1
ศรีวงษ์,ขอนแก่น,0,0,1,0,1
ศรีวัฒน์,ขอนแก่น,0,0,1,0,1
ศิริสถิตย์,หนองบัวลำภู,0,1,0,0,1
ศิริรังษี,กรุงเทพมหานคร,0,0,1,0,1
ศรีอินทร์สุทธิ์,นนทบุรี,0,0,0,1,1
ศิริปรีชาพงษ์,นครพนม,0,0,1,0,1
ศิรินุพงศ์,สงขลา,0,0,1,0,1
วีระพันธ์,ระยอง,0,0,1,0,1
วีรชาติวัฒนา,สมุทรปราการ,0,0,1,0,1
วิเศษรัตน์,กรุงเทพมหานคร,0,0,1,0,1
วิชิตวรสาร,สกลนคร,0,0,1,0,1
วัชโรบล,กรุงเทพมหานคร,0,0,1,0,1
สามารถ,นครศรีธรรมราช,0,0,1,0,1
สาดิษฐ์,สมุทรปราการ,0,0,1,0,1
สาคริก,กรุงเทพมหานคร,0,0,1,0,1
วัฒนประสิทธิ์,พิจิตร,1,0,0,0,1
สันติวงศ์เดชา,พิษณุโลก,0,0,1,0,1
สันติภาดา,พิษณุโลก,0,0,0,1,1
สันตินันตรักษ์,หนองบัวลำภู,1,0,0,0,1
สันตพันธุ์,อุบลราชธานี,0,0,1,0,1
วาบา,ปัตตานี,0,0,1,0,1
วิพรหมชัย,ลำพูน,0,0,1,0,1
สรรณ์ไตรภพ,ศรีสะเกษ,0,0,0,1,1
สอยเหลือง,ชลบุรี,0,0,1,0,1
สอนสิทธิ์,พิษณุโลก,0,0,1,0,1
วิลาวัลย์ ศรีจันทร์งาม,ปราจีนบุรี,0,0,1,0,1
สว่างวโรรส,เพชรบูรณ์,0,0,1,0,1
วิสุทธิ์วัฒนศักดิ์,ประจวบคีรีขันธ์,0,0,0,1,1
สวัสดี,สมุทรสาคร,0,0,0,0,1
สวัสดี,สงขลา,0,0,0,1,1
สวนานนท์,กรุงเทพมหานคร,0,0,1,0,1
วิเชียรวรรณ,อุดรธานี,0,0,1,0,1
สระมาลา,กรุงเทพมหานคร,0,0,1,0,1
ส่องแสง,ปทุมธานี,0,0,1,0,1
หงษ์อุปถัมภ์ไชย,อ่างทอง,0,0,1,0,1
หมื่นแสน,ร้อยเอ็ด,0,0,1,0,1
พรนิมิตร,กรุงเทพมหานคร,0,0,0,1,1
เขื่อนทา,พะเยา,0,0,1,0,1
ศิริธร,ตรัง,0,0,0,1,1
บุพศิริ,นครพนม,0,0,1,0,1
บุษบา,เลย,0,0,1,0,1
ประคุณศึกษาพันธ์,ขอนแก่น,0,0,1,0,1
เกษเมธีการุณ,นครราชสีมา,0,0,0,1,1
เกษมมงคล,ฉะเชิงเทรา,0,0,1,0,1
ประเสริฐผล,กาญจนบุรี,0,0,0,0,1
ปริญญาศิริ,สงขลา,0,0,0,1,1
ปลั่งศรีสกุล,ประจวบคีรีขันธ์,0,0,1,0,1
ฮุนตระกูล,กรุงเทพมหานคร,0,0,1,0,1
อ่อนอ้าย,พิษณุโลก,0,0,0,1,1
ปาจรียางกูร,ราชบุรี,0,0,1,0,1
ป้องวงษ์,สมุทรสาคร,0,0,0,1,1
อุสาหะ,เพชรบุรี,0,0,0,1,1
อุรเคนทร์,มหาสารคาม,0,0,1,0,1
อุปัติศฤงค์,ภูเก็ต,1,0,0,0,1
ผลสุวรรณ์,ปทุมธานี,0,0,0,1,1
ผาสุข,สิงห์บุรี,0,0,1,0,1
ผิวเหลือง,เลย,1,0,0,0,1
ผ่องเจริญกุล,เชียงใหม่,0,0,1,0,1
อุดมศักดิ์,อำนาจเจริญ,0,0,1,0,1
อุดมธรรมภักดี,สกลนคร,0,0,1,0,1
บุตรขุนทอง,เพชรบูรณ์,0,0,1,0,1
บุณย์ธิดา สมชัย,อุบลราชธานี,0,0,0,1,1
บุญไชยอินสวัสดิ์,กรุงเทพมหานคร,0,0,0,1,1
เจียมศรีพงษ์,พิจิตร,1,0,0,0,1
นิยมทรัพย์,นครปฐม,0,0,1,0,1
นิลสุพรรณ,นครสวรรค์,0,0,0,1,1
เดชกิจสุนทร,กาญจนบุรี,0,0,1,0,1
นุชิต,อุดรธานี,0,0,1,0,1
นุ่นทอง,นครศรีธรรมราช,0,0,1,0,1
นุ่มหนู,ตราด,0,0,0,1,1
บรรจงศุภมิตร,อุตรดิตถ์,0,0,1,0,1
บันทุปา,อุบลราชธานี,0,0,1,0,1
บัวขาว,อุบลราชธานี,0,0,1,0,1
เจ๊ะนา,ปัตตานี,0,0,1,0,1
บัวอินทร์,เพชรบูรณ์,0,0,1,0,1
บุญใหญ่,สกลนคร,0,0,1,0,1
บัวเผื่อน,จันทบุรี,0,0,0,1,1
บุญชู,สมุทรปราการ,0,0,0,1,1
บุญช่วยเหลือ,กรุงเทพมหานคร,0,0,0,1,1
บุญญชโลธร,ยโสธร,0,0,1,0,1
บุญญฤทธิ์,นครราชสีมา,0,0,1,0,1
บุญระชัยสวรรค์,แม่ฮ่องสอน,0,0,0,0,1
บุญลือ,เชียงใหม่,0,0,0,1,1
เจนจาคะ,กรุงเทพมหานคร,0,0,0,1,1
บุญสวยขวัญ,นครศรีธรรมราช,0,0,0,1,1
บุญสุวรรณ,ชลบุรี,0,0,1,0,1
พงษ์เจริญ,จันทบุรี,0,0,1,0,1
พรพงษาโรจน์,กรุงเทพมหานคร,0,0,0,1,1
หลักสุวรรณ,กรุงเทพมหานคร,0,0,1,0,1
อึ้งอภินันท์,พะเยา,0,0,1,0,1
พิมพ์สกุล,ชลบุรี,0,0,1,0,1
พิริยะปัญญาพร,ราชบุรี,0,0,1,0,1
พิศสุวรรณ อุเซ็ง,นครศรีธรรมราช,0,0,1,0,1
พิสิษฐบรรณกร,กรุงเทพมหานคร,0,0,1,0,1
พุทธจันทร์,เชียงราย,0,0,1,0,1
อนันต์นาคินทร์,กรุงเทพมหานคร,0,0,1,0,1
พูลธรัตน์,ประจวบคีรีขันธ์,0,0,1,0,1
พูลเจริญ,สมุทรปราการ,0,0,0,1,1
ภักดีพาณิชพงศ์,นครปฐม,0,0,1,0,1
ภัททิยกุล,กรุงเทพมหานคร,0,0,1,0,1
ภัทรโกศล,กรุงเทพมหานคร,0,0,1,0,1
หุตะสิงห์,กรุงเทพมหานคร,0,0,1,0,1
ภาวสุทธิ์,ชลบุรี,0,0,1,0,1
หิรัญคำ,ชัยภูมิ,0,0,1,0,1
หาลำเจียก,กาฬสินธุ์,0,0,1,0,1
ภูผิวเดือน,กาฬสินธุ์,0,0,1,0,1
ภูวพันธุ์,สุรินทร์,0,0,1,0,1
หอมหวล,สิงห์บุรี,0,0,1,0,1
ภูอิทธิวงศ์,เชียงใหม่,0,0,1,0,1
หวังบุญเกิด,กรุงเทพมหานคร,0,0,1,0,1
หล่อตระกูล,กาฬสินธุ์,1,0,0,0,1
หลีเหร็ม,สงขลา,0,0,1,0,1
มณีกาศ,นครพนม,0,0,1,0,1
อรัณยกานนท์,กรุงเทพมหานคร,0,0,0,1,1
พิทูรกิจจา,นครสวรรค์,0,0,1,0,1
อัคนิบุตร,ขอนแก่น,0,0,1,0,1
พลวิเศษ,นครราชสีมา,0,0,1,0,1
พรมดวง,ศรีสะเกษ,0,0,1,0,1
พรหมดี,นครพนม,0,0,1,0,1
พรหมนิติพันธุ์,นครราชสีมา,0,0,1,0,1
อินสุวรรณ์,พิจิตร,0,0,0,1,1
พรหมบุญ,กรุงเทพมหานคร,0,0,1,0,1
อินทรารักษ์,ชัยภูมิ,0,0,1,0,1
พรหมเพชร,สงขลา,0,0,0,1,1
อินทรพาณิชย์,ขอนแก่น,0,0,1,0,1
อินทรพัฒน์,น่าน,0,0,0,0,1
พลธี,ปทุมธานี,0,0,0,1,1
อำนวยทรัพย์,นครราชสีมา,0,0,0,1,1
พานิชมาท,ชลบุรี,0,0,0,1,1
อาแวกือจิ,ปัตตานี,0,0,1,0,1
อาลีอิสเฮาะ,ยะลา,0,0,0,1,1
พวงเพ็ชร์,ปทุมธานี,1,0,0,0,1
อาบู,ปัตตานี,0,0,0,1,1
พสุนนท์,อุบลราชธานี,0,0,1,0,1
พัฒนชัยกุล,เลย,0,0,0,1,1
พัฒนพันธ์ชัย,กรุงเทพมหานคร,0,0,1,0,1
อัมราลิขิต,ชลบุรี,0,0,1,0,1
พัฒนรัฐ,พิจิตร,0,0,1,0,1
พัวพัฒนกุล,อุทัยธานี,0,0,1,0,1
สันติวชิระกุล,แพร่,0,0,0,1,1
